"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&cc=SOA"
"Access Time","Tue 2020-10-20 21:51:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","cc","SOA"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","6"
"Records Found","10631"
"Records Returned","10631"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"114320","spm","","632993","0","68119","AMNH 27159:21","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114321","spm","","632993","0","68119","AMNH 27159:22","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114322","spm","","632993","0","68119","AMNH 27159:23","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114323","spm","","632993","0","68119","AMNH 27159:24","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114324","spm","","632993","0","68119","AMNH 27159:25","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114325","spm","","632993","0","68119","AMNH 27159:26","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114326","spm","","632993","0","68119","AMNH 27159:27","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114327","spm","","633159","0","68148","AMNH 27159/4:1","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114328","spm","","633115","0","68146","AMNH 27159/2:1","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114329","spm","","633159","0","68148","AMNH 27159/4:2","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114330","spm","","633159","0","68148","AMNH 27159/4:3","","","","shell","","1","table","","","Promathilda (Teretrina) intermedia","species","267582","","Promathilda (Teretrina) intermedia","species","267582","208.5","201.3","19564"
"114360","spm","","1137578","0","13750","IGM 250941","holotype","","lower right","Lower m1","","1","table","","","Pithiculites chenche","species","268561","","Pithiculites chenche","species","268561","13.8","11.8","46923"
"114361","spm","","1137578","0","13750","IGM 250941","holotype","","lower right","Lower m2","","1","table","","","Pithiculites chenche","species","268561","","Pithiculites chenche","species","268561","13.8","11.8","46923"
"114362","spm","","1137578","0","13750","IGM 250941","holotype","","lower right","Lower m3","","1","table","","","Pithiculites chenche","species","268561","","Pithiculites chenche","species","268561","13.8","11.8","46923"
"114363","spm","","1137579","0","13686","IGM 250440","holotype","","lower right","Lower m1","","1","table","","","Hondathentes cazador","species","268564","","Hondathentes cazador","species","268564","13.8","11.8","46923"
"114364","spm","","1137579","0","13686","IGM 250440","holotype","","lower right","Lower m2","","1","table","","","Hondathentes cazador","species","268564","","Hondathentes cazador","species","268564","13.8","11.8","46923"
"114365","spm","","1137579","0","13686","IGM 250440","holotype","","lower right","Lower p3","","1","table","","","Hondathentes cazador","species","268564","","Hondathentes cazador","species","268564","13.8","11.8","46923"
"114450","spm","","1137413","0","144976","2009","","","","Mandible","","1","","","","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114451","spm","","1137413","0","144976","2047","","","","Mandible","","1","","","measurement of large wolflike form (Length of mandible)","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114452","spm","","1137413","0","144976","2044","","","","Femur","","1","","","","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114453","spm","","1137413","0","144976","2017","","","","Tibia","","1","","","","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114454","spm","","1137413","0","144976","2045","","","","Tibia","","1","","","","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114455","spm","","1137413","0","144976","2046","","","","Tibia","","1","","","","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114456","spm","","1137413","0","144976","2040","","","","Humerus","","1","","","","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114457","spm","","1137413","0","144976","2041","","","","Humerus","","1","","","","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114458","spm","","1137413","0","144976","2042","","","","Humerus","","1","","","","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114459","spm","","1137413","0","144976","2057","","","","Wings of atlas","","1","","","Width across wings of atlas","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114460","spm","","1137413","0","144976","2058","","","","Wings of atlas","","1","","","Approximate measurements of Width across wings of atlas","Canis dirus","species","44837","","Canis dirus","species","44837","0.126","0.0117","46836"
"114508","spm","","1138708","0","145126","MUSM-2024","","","","Talar","","1","","","","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114509","spm","","1138708","0","145126","MUSM-2024","","","","Talar neck ","","1","","","","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114510","spm","","1138708","0","145126","MUSM-2024","","","","Trochlear","","1","","","","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114511","spm","","1138708","0","145126","MUSM-2024","","","","trochlear ","","1","","","Mid-trochlear width","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114512","spm","","1138708","0","145126","MUSM-2024","","","","Talar","","1","","","","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114513","spm","","1138708","0","145126","MUSM-2024","","","","Talar","","1","","","Medial talar height","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114514","spm","","1138708","0","145126","MUSM-2024","","","","Talar body","","1","","","Medial talar body height","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114515","spm","","1138708","0","145126","MUSM-2024","","","","talar body","","1","","","Lateral talar body height","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114516","spm","","1138708","0","145126","MUSM-2024","","","","Talar head","","1","","","Talar head widthd","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114517","spm","","1138708","0","145126","MUSM-2024","","","","Talar head","","1","","","Talar head height","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114518","spm","","1138708","0","145126","MUSM-2024","","","","Ectal","","1","","","Maximum ectal facet length","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114519","spm","","1138708","0","145126","MUSM-2024","","","","Ectal","","1","","","Maximum ectal facet width","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114520","spm","","1138708","0","145126","MUSM-2024","","","","Ectal","","1","","","Minimum ectal facet width","Saimiri","genus","92616","","Saimiri","genus","92616","17.5","16.3","46933"
"114605","spm","F","1075012","0","133693","UCMP 32970","holotype","","","Lower p4","","1","table","","Estimated","Megadolodus molariformis","species","247876","","Megadolodus molariformis","species","247876","13.8","11.8","46868"
"114606","spm","F","1075012","0","133693","UCMP 32970","holotype","","","Lower m1","","1","table","","","Megadolodus molariformis","species","247876","","Megadolodus molariformis","species","247876","13.8","11.8","46868"
"114665","spm","","1139329","0","145175","UCMP 39254","","","","Upper P4","","1","table","","","Prolicaphrium sanalfonensis","species","269175","recombined as","Mesolicaphrium sanalfonense","species","269175","13.8","11.8","46945"
"114666","spm","","1139329","0","145175","UCMP 39256","","","","Upper M3","","1","table","","","Prolicaphrium sanalfonensis","species","269175","recombined as","Mesolicaphrium sanalfonense","species","269175","13.8","11.8","46945"
"114667","spm","","1139329","0","145175","UCMP 39256","","","","Lower p3","","1","table","","","Prolicaphrium sanalfonensis","species","269175","recombined as","Mesolicaphrium sanalfonense","species","269175","13.8","11.8","46945"
"114668","spm","","1139329","0","145175","UCMP 39256","","","","Lower m1","","1","table","","","Prolicaphrium sanalfonensis","species","269175","recombined as","Mesolicaphrium sanalfonense","species","269175","13.8","11.8","46945"
"114669","spm","","1139329","0","145175","UCMP 39256","","","","Lower m2","","1","table","","","Prolicaphrium sanalfonensis","species","269175","recombined as","Mesolicaphrium sanalfonense","species","269175","13.8","11.8","46945"
"114670","spm","","1139329","0","145175","UCMP 39256","","","","Lower m3","","1","table","","","Prolicaphrium sanalfonensis","species","269175","recombined as","Mesolicaphrium sanalfonense","species","269175","13.8","11.8","46945"
"114830","spm","","1139444","0","143792","UCMP 39970","","","","Upper M1","","1","table","","","Villarroelia totoyoi","species","269266","","Villarroelia totoyoi","species","269266","13.8","11.8","46945"
"114831","spm","","1139444","0","143792","UCMP 39970","","","","Upper M2","","1","table","","","Villarroelia totoyoi","species","269266","","Villarroelia totoyoi","species","269266","13.8","11.8","46945"
"114888","spm","","1139445","0","145181","","","","","Molar N.o 1","","1","","","","Dibelodon andium","species","269159","subjective synonym of","Mastotherium hyodon","species","425227","2.588","0.0117","46937"
"114889","spm","","1139445","0","145181","","","","","Molar N.o 2","","1","","","","Dibelodon andium","species","269159","subjective synonym of","Mastotherium hyodon","species","425227","2.588","0.0117","46937"
"114890","spm","","1139445","0","145181","","","","","Molar N.o 3","","1","","","","Dibelodon andium","species","269159","subjective synonym of","Mastotherium hyodon","species","425227","2.588","0.0117","46937"
"114891","spm","","1139445","0","145181","","","","","Molar N.o 4","","1","","","","Dibelodon andium","species","269159","subjective synonym of","Mastotherium hyodon","species","425227","2.588","0.0117","46937"
"114892","spm","","1139445","0","145181","","","","","Trozos de defensa","","1","","","Diámetro y longitud en la base","Dibelodon andium","species","269159","subjective synonym of","Mastotherium hyodon","species","425227","2.588","0.0117","46937"
"114893","spm","","1139445","0","145181","","","","","Costillas","","1","","","","Dibelodon andium","species","269159","subjective synonym of","Mastotherium hyodon","species","425227","2.588","0.0117","46937"
"114894","spm","","1139445","0","145181","","","","","Fémures","","1","","","","Dibelodon andium","species","269159","subjective synonym of","Mastotherium hyodon","species","425227","2.588","0.0117","46937"
"114895","spm","","1139500","0","13684","IGM 183233","","","upper right","Upper M2","","1","text","","","Proterotheriidae","family","43468","","Proterotheriidae","family","43468","13.8","11.8","46945"
"114896","spm","","1139501","0","145191","UCMP 38088","","","upper right","Upper M1","","1","table","","","Theosodon","genus","43503","","Theosodon","genus","43503","13.8","11.8","46945"
"114897","spm","","1139501","0","145191","UCMP 38088","","","upper right","Upper M2","","1","table","","","Theosodon","genus","43503","","Theosodon","genus","43503","13.8","11.8","46945"
"114898","spm","","1139501","0","145191","UCMP 38088","","","upper right","Upper M3","","1","table","","","Theosodon","genus","43503","","Theosodon","genus","43503","13.8","11.8","46945"
"114906","spm","","1139507","0","133692","UCMP 39961","","","right","Upper P3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114907","spm","","1139507","0","133692","UCMP 39961","","","right","Upper P4","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114916","spm","","1139507","0","133692","UCMP 39961","","","left","Upper P3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114917","spm","","1139507","0","133692","UCMP 39961","","","left","Upper P4","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114918","spm","","1139507","0","133692","UCMP 39961","","","right","Upper M1","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114919","spm","","1139507","0","133692","UCMP 39961","","","left","Upper M1","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114920","spm","","1139507","0","133692","UCMP 39961","","","right","Upper M2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114921","spm","","1139507","0","133692","UCMP 39961","","","left","Upper M2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114922","spm","","1139507","0","133692","UCMP 39961","","","right","Upper M3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114923","spm","","1139507","0","133692","UCMP 39961","","","left","Upper M3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114924","spm","","1139507","0","133692","UCMP 40278","","","left","Upper M1","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114925","spm","","1139511","0","133693","UCMP 39636","","","right","Upper M2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114926","spm","","1139511","0","133693","UCMP 39636","","","left","Upper M2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114927","spm","","1139511","0","133693","UCMP 39636","","","left","Upper M3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114940","spm","","1139507","0","133692","UCMP 40276","","","right","Lower p3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114941","spm","","1139507","0","133692","UCMP 40276","","","left","Lower p2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114942","spm","","1139507","0","133692","UCMP 40276","","","left","Lower p3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114943","spm","","1139507","0","133692","UCMP 40276","","","right","Lower p4","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114944","spm","","1139507","0","133692","UCMP 40276","","","left","Lower p4","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114945","spm","","1139512","0","133648","UCMP 38096","","","left","Lower p3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114946","spm","","1139512","0","133648","UCMP 38096","","","left","Lower p4","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114947","spm","","1139515","0","135348","UCMP 37989","","","right","Lower p4","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114948","spm","","1139515","0","135348","UCMP 37989","","","left","Lower p2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114949","spm","","1139515","0","135348","UCMP 37989","","","left","Lower p4","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114950","spm","","1139517","0","143788","UCMP 38229","","","right","Lower p2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114951","spm","","1139517","0","143788","UCMP 38229","","","right","Lower p3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114952","spm","","1139517","0","143788","UCMP 38229","","","right","Lower p4","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114953","spm","","1139517","0","143788","UCMP 38065","","","left","Lower p2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114954","spm","","1139517","0","143788","UCMP 38065","","","left","Lower p3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114955","spm","","1139517","0","143788","UCMP 38065","","","left","Lower p4","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114956","spm","","1139518","0","143789","UCMP 38230","","","right","Lower p3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114957","spm","","1139518","0","143789","UCMP 38230","","","left","Lower p3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114958","spm","","1139518","0","143789","UCMP 38230","","","right","Lower p4","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114974","spm","","1139507","0","133692","UCMP 40276","","","right","Lower m1","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114975","spm","","1139507","0","133692","UCMP 40276","","","left","Lower m1","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114976","spm","","1139507","0","133692","UCMP 40276","","","right","Lower m2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114977","spm","","1139507","0","133692","UCMP 40276","","","left","Lower m2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114978","spm","","1139507","0","133692","UCMP 40276","","","right","Lower m3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114979","spm","","1139507","0","133692","UCMP 40276","","","left","Lower m3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114980","spm","","1139512","0","133648","UCMP 38096","","","left","Lower m2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114981","spm","","1139512","0","133648","UCMP 38096","","","left","Lower m3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114982","spm","","1139515","0","135348","UCMP 37989","","","left","Lower m2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114983","spm","","1139516","0","145194","UCMP 38043","","","right","Lower m2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114984","spm","","1139517","0","143788","UCMP 38065","","","right","Lower m1","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114985","spm","","1139517","0","143788","UCMP 38065","","","right","Lower m2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114986","spm","","1139517","0","143788","UCMP 38065","","","right","Lower m1","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114987","spm","","1139517","0","143788","UCMP 38065","","","right","Lower m2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114988","spm","","1139517","0","143788","UCMP 38065","","","right","Lower m3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114989","spm","","1139517","0","143788","UCMP 38065","","","left","Lower m2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114990","spm","","1139518","0","143789","UCMP 38230","","","left","Lower m2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114991","spm","","1139518","0","143789","UCMP 38230","","","right","Lower m2","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114992","spm","","1139518","0","143789","UCMP 38230","","","left","Lower m3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"114993","spm","","1139518","0","143789","UCMP 38230","","","right","Lower m3","","1","table","","","Huilatherium pluripicatum","species","260061","","Huilatherium pluripicatum","species","260061","13.8","11.8","46952"
"115009","spm","","632994","0","68119","AMNH 27163","","","","shell","","1","table","","","Promathilda (Teretrina)","subgenus","171082","obsolete variant of","Teretrina","genus","10571","208.5","201.3","19564"
"115010","spm","","632911","0","68116","AMNH 27160/1:7","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115011","spm","","632911","0","68116","AMNH 27160/1:1","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115012","spm","","632911","0","68116","AMNH 27160/1:9","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115013","spm","","632911","0","68116","AMNH 27160/1:2","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115014","spm","","632911","0","68116","AMNH 27160/1:8","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115015","spm","","632911","0","68116","AMNH 27160/1:4","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115016","spm","","632911","0","68116","AMNH 27160/1:5","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115017","spm","","632911","0","68116","AMNH 27160/1:6","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115018","spm","","632995","0","68119","AMNH 27160:8","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115019","spm","","632995","0","68119","AMNH 27160:9","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115020","spm","","632995","0","68119","AMNH 27160:14","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115021","spm","","632995","0","68119","AMNH 27160:11","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115022","spm","","632995","0","68119","AMNH 27160:3","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115023","spm","","632995","0","68119","AMNH 27160:12","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115024","spm","","632995","0","68119","AMNH 27160:1","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115025","spm","","632995","0","68119","AMNH 27160:68","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115026","spm","","632995","0","68119","AMNH 27160:2","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115027","spm","","632995","0","68119","AMNH 27160:13","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115028","spm","","632995","0","68119","AMNH 27160:16","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115029","spm","","632995","0","68119","AMNH 27160:3","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115030","spm","","632995","0","68119","AMNH 27160:12","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115031","spm","","632995","0","68119","AMNH 27160:17","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115032","spm","","632995","0","68119","AMNH 27160:18","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115033","spm","","632995","0","68119","AMNH 27160:19","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115034","spm","","632995","0","68119","AMNH 27160:20","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115035","spm","","632995","0","68119","AMNH 27160:21","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115036","spm","","632995","0","68119","AMNH 27160:22","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115037","spm","","632995","0","68119","AMNH 27160:23","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115038","spm","","632995","0","68119","AMNH 27160:24","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115039","spm","","632995","0","68119","AMNH 27160:25","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115040","spm","","632995","0","68119","AMNH 27160:26","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115041","spm","","632995","0","68119","AMNH 27160:27","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
"115042","spm","","632995","0","68119","AMNH 27160:5","","","","shell","","1","table","","","Promathilda (Teretrina) obtusa","species","267583","","Promathilda (Teretrina) obtusa","species","267583","208.5","201.3","19564"
