"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&cc=SOA"
"Access Time","Tue 2020-10-20 21:51:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","cc","SOA"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","6"
"Records Found","10631"
"Records Returned","10631"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"103851","spm","","1088367","0","136767","MCN.USB OL-2142","holotype","","","Parasphenoid width","","1","","","Parasphenoid width below trigeminofacial foramina","Phractocephalus nassi","species","251832","","Phractocephalus nassi","species","251832","11.608","5.333","43734"
"103852","spm","","1088367","0","136767","MCN.USB OL-2142","holotype","","","Hyomandibula facet length","","1","","","Hyomandibular facet length","Phractocephalus nassi","species","251832","","Phractocephalus nassi","species","251832","11.608","5.333","43734"
"103853","spm","","1088369","0","136769","MCN.USB 72-85 PM","paratype","","","Vental skull length","","1","table","","Ventral skull length from mesethmoid tip to edge of attachment scar of ossified Baudelot's ligament","Phractocephalus nassi","species","251832","","Phractocephalus nassi","species","251832","11.608","5.333","43734"
"103854","spm","","1088369","0","136769","MCN.USB 72-85 PM","paratype","","","Dorsal skull length","","1","table","","Dorsal skull length from mesethmoid tip to posterior edge of ornament of the supraoccipital process","Phractocephalus nassi","species","251832","","Phractocephalus nassi","species","251832","11.608","5.333","43734"
"103855","spm","","1088369","0","136769","MCN.USB 72-85 PM","paratype","","","Minimum mesethmoid width","","1","table","","Minimum mesethmoid width across ventral surface behind cornua","Phractocephalus nassi","species","251832","","Phractocephalus nassi","species","251832","11.608","5.333","43734"
"103856","spm","","1088369","0","136769","MCN.USB 72-85 PM","paratype","","","Width at lateral ethmoid","","1","table","","Width of skull at lateral ethmoid wings","Phractocephalus nassi","species","251832","","Phractocephalus nassi","species","251832","11.608","5.333","43734"
"103857","spm","","1088369","0","136769","MCN.USB 72-85 PM","paratype","","","Width at interorbital","","1","table","","Width of skull at orbits along lateral ethmoid","Phractocephalus nassi","species","251832","","Phractocephalus nassi","species","251832","11.608","5.333","43734"
"103858","spm","","1088369","0","136769","MCN.USB 72-85 PM","paratype","","","Prevomer width","","1","table","","Prevomer width across anterior edge","Phractocephalus nassi","species","251832","","Phractocephalus nassi","species","251832","11.608","5.333","43734"
"103859","spm","","1088369","0","136769","MCN.USB 72-85 PM","paratype","","","Parasphenoid width","","1","table","","Parasphenoid width below trigeminofacial foramina","Phractocephalus nassi","species","251832","","Phractocephalus nassi","species","251832","11.608","5.333","43734"
"103860","spm","","1088369","0","136769","MCN.USB 72-85 PM","paratype","","","Hyomandibula facet length","","1","table","","Hyomandibular facet length","Phractocephalus nassi","species","251832","","Phractocephalus nassi","species","251832","11.608","5.333","43734"
"103868","spm","","1088481","0","136420","MCL 7323","holotype","","","Canine alveolus","","1","table","","Length is a buccolingual measurement, width is a mesiodistal measurement","Alouatta mauroi","species","251835","","Alouatta mauroi","species","251835","0.126","0","43739"
"103869","spm","","1088481","0","136420","MCL 7323","holotype","","","P2","","1","table","","Length is a buccolingual measurement, width is a mesiodistal measurement","Alouatta mauroi","species","251835","","Alouatta mauroi","species","251835","0.126","0","43739"
"103870","spm","","1088481","0","136420","MCL 7323","holotype","","","P4","","1","table","","Length is a buccolingual measurement, width is a mesiodistal measurement","Alouatta mauroi","species","251835","","Alouatta mauroi","species","251835","0.126","0","43739"
"103871","spm","","1088481","0","136420","MCL 7323","holotype","","","M2","","1","table","","Length is a buccolingual measurement, width is a mesiodistal measurement","Alouatta mauroi","species","251835","","Alouatta mauroi","species","251835","0.126","0","43739"
"103872","spm","","1088481","0","136420","MCL 7323","holotype","","","Palatal width","","1","table","","Measured between the external edges of the alveolous of M1","Alouatta mauroi","species","251835","","Alouatta mauroi","species","251835","0.126","0","43739"
"103932","spm","","1088535","0","136717","UFAC 1716","holotype","","upper","M2","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103933","spm","","1088535","0","136717","UFAC 1716","holotype","","upper","M3","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103934","spm","","1088535","0","136717","UFAC 1716","holotype","","lower","p4","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103935","spm","","1088535","0","136717","UFAC 1716","holotype","","lower","m1","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103936","spm","","1088535","0","136717","UFAC 1716","holotype","","lower","m2","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103937","spm","","1088535","0","136717","UFAC 1716","holotype","","lower","m3","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103938","spm","","1088535","0","136717","UFAC 1716","holotype","","","Lower P4-M3 series","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103939","spm","","1088535","0","136717","UFAC 1490","paratype","","lower","p4","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103940","spm","","1088535","0","136717","UFAC 1490","paratype","","lower","m1","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103941","spm","","1088535","0","136717","UFAC 1490","paratype","","lower","m2","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103942","spm","","1088535","0","136717","UFAC 1490","paratype","","lower","m3","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103943","spm","","1088535","0","136717","UFAC 1490","paratype","","","Lower P4-M3 series","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103944","spm","","1088535","0","136717","UFAC 1658","paratype","","lower","p4","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103945","spm","","1088535","0","136717","UFAC 1810","paratype","","lower","p4","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103946","spm","","1088535","0","136717","UFAC 1810","paratype","","lower","m1","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103947","spm","","1088535","0","136717","UFAC 1810","paratype","","lower","m2","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103948","spm","","1088535","0","136717","UFAC 1810","paratype","","lower","m3","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103949","spm","","1088535","0","136717","UFAC 1810","paratype","","","Lower P4-M3 series","","1","table","","Length represents an antero-posterior measurement, whereas width represents a maximum transverse measurement","Neoepiblema acreensis","species","251861","","Neoepiblema acreensis","species","251861","9","6.8","43740"
"103951","spm","F","1088670","0","136827","3724736 b","","","","piece","","1","text","","","Lomatia","species","251830","species not entered","Lomatia","genus","251830","56","33.9","43733"
"103952","spm","F","1088670","0","136827","3724736 b","","","","piece","","1","text","","","Lomatia","species","251830","species not entered","Lomatia","genus","251830","56","33.9","43733"
"103953","spm","F","1088670","0","136827","3724736 b","","","","piece","","1","text","","","Lomatia","species","251830","species not entered","Lomatia","genus","251830","56","33.9","43733"
"103954","spm","F","1088670","0","136827","3724736 b","","","","piece","","1","text","","","Lomatia","species","251830","species not entered","Lomatia","genus","251830","56","33.9","43733"
"103955","spm","F","1088670","0","136827","3724736 b","","","","Vessel elements","","1","text","","","Lomatia","species","251830","species not entered","Lomatia","genus","251830","56","33.9","43733"
"103956","spm","F","1088670","0","136827","3724736 b","","","","Vessel elements","","1","text","","","Lomatia","species","251830","species not entered","Lomatia","genus","251830","56","33.9","43733"
"103957","spm","F","1088670","0","136827","","","","","Fibres","","1","text","","","Lomatia","species","251830","species not entered","Lomatia","genus","251830","56","33.9","43733"
"103979","spm","F","1088733","0","136830","LPPb 11748 (G2)","","","","Wood","","1","text","","","Nothofagoxylon paraprocera","species","251896","","Nothofagoxylon paraprocera","species","251896","37.2","33.9","43748"
