collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.reference_no,10_my_bin
143795,PaleoDB,"P. Mannion",,Mourasuchus,,atopus,,Nettosuchus,,atopus,46538,"Cenozoic 5"
143795,PaleoDB,"P. Mannion",,Granastrapotherium,,snorki,,,,,46538,"Cenozoic 5"
143795,PaleoDB,"P. Mannion",,Glossotheriopsis,,pascuali,,,,,46538,"Cenozoic 5"
144064,PaleoDB,"C. Jaramillo",,Noctilio,,lacrimaelunaris,,,,,46577,"Cenozoic 6"
144471,PaleoDB,"C. Jaramillo","n. gen.",Caraguatypotherium,"n. sp.",munozi,,,,,46710,"Cenozoic 6"
144471,PaleoDB,"C. Jaramillo",,Hegetotherium,,cerdasensis,,,,,46710,"Cenozoic 6"
144512,PaleoDB,"P. Mannion",aff.,Caiman,,sp.,,,,,46725,"Cenozoic 5"
144512,PaleoDB,"P. Mannion",,Purussaurus,,sp.,,,,,46725,"Cenozoic 5"
144515,PaleoDB,"C. Jaramillo",,Amahuacatherium,,peruvium,,,,,46734,"Cenozoic 6"
144517,PaleoDB,"P. Mannion",,Caiman,,latirostris,,,,,46739,"Cenozoic 6"
144517,PaleoDB,"P. Mannion",,Toxodon,,sp.,,,,,46739,"Cenozoic 6"
144517,PaleoDB,"P. Mannion",,Equus,,sp.,,,,,46739,"Cenozoic 6"
144575,PaleoDB,"M. Clapham",,Epigondolella,,mosheri,,,,,9912,"Triassic 4"
144595,PaleoDB,"P. Mannion","n. gen.",Globidentosuchus,"n. sp.",brachyrostris,,,,,47517,"Cenozoic 6"
144595,PaleoDB,"P. Mannion",,Purussaurus,,sp.,,,,,47517,"Cenozoic 6"
144595,PaleoDB,"P. Mannion",,Caiman,,brevirostris,,,,,47517,"Cenozoic 6"
144595,PaleoDB,"P. Mannion",,Phoberomys,,pattersoni,,,,,47517,"Cenozoic 6"
144697,PaleoDB,"P. Mannion",,Metriorhynchus,,westermanni,,,,,46824,"Jurassic 5"
144707,PaleoDB,"C. Jaramillo",,Hippidion,,saldiasi,,,,,46730,"Cenozoic 6"
144707,PaleoDB,"C. Jaramillo",cf.,Lama,,gracilis,,,,,46730,"Cenozoic 6"
144708,PaleoDB,"C. Jaramillo",,Megatherium,,medinae,,,,,46730,"Cenozoic 6"
144711,PaleoDB,"C. Jaramillo",,Equus,,sp.,,Equus,,sp.,46730,"Cenozoic 6"
144731,PaleoDB,"C. Jaramillo",,Megatherium,,tarijense,,,,,46838,"Cenozoic 6"
144739,PaleoDB,"P. Mannion",,Caiman,"n. sp.",brevirostris,,,,,46843,"Cenozoic 6"
144739,PaleoDB,"P. Mannion",,Acresuchus,,pachytemporalis,,,,,46843,"Cenozoic 6"
144792,PaleoDB,"C. Jaramillo",,Granastrapotherium,cf.,snorki,,,,,46851,"Cenozoic 5"
144792,PaleoDB,"C. Jaramillo",,Boreostemma,,sp.,,,,,46851,"Cenozoic 5"
144793,PaleoDB,"C. Jaramillo",,Granastrapotherium,cf.,snorki,,,,,46851,"Cenozoic 5"
144793,PaleoDB,"C. Jaramillo",,Parapropalaehoplophorus,,septentrionalis,,,,,46851,"Cenozoic 5"
144793,PaleoDB,"C. Jaramillo",,Boreostemma,,sp.,,,,,46851,"Cenozoic 5"
144793,PaleoDB,"C. Jaramillo",,Urumacotherium,,sp.,,,,,46851,"Cenozoic 5"
144793,PaleoDB,"C. Jaramillo",,Pericotoxodon,cf.,platignathus,,,,,46851,"Cenozoic 5"
144793,PaleoDB,"C. Jaramillo",,Miocochilius,,anomopodus,,,,,46851,"Cenozoic 5"
144793,PaleoDB,"C. Jaramillo",,Drytomomys,cf.,aequatorialis,,,,,46851,"Cenozoic 5"
144794,PaleoDB,"C. Jaramillo",,Xenastrapotherium,,sp.,,,,,46851,"Cenozoic 5"
144794,PaleoDB,"C. Jaramillo",,Pericotoxodon,cf.,platignathus,,,,,46851,"Cenozoic 5"
144794,PaleoDB,"C. Jaramillo",,Scleromys,cf.,schurmanni,,,,,46851,"Cenozoic 5"
144794,PaleoDB,"C. Jaramillo",,Drytomomys,cf.,aequatorialis,,,,,46851,"Cenozoic 5"
144849,PaleoDB,"C. Jaramillo","n. gen.",Bounodus,"n. sp.",enigmaticus,,,,,46866,"Cenozoic 6"
144922,PaleoDB,"C. Jaramillo",,Megatherium,,urbinai,,,,,46878,"Cenozoic 6"
144922,PaleoDB,"C. Jaramillo",,Equus,cf.,santaeelenae,,,,,46878,"Cenozoic 6"
144922,PaleoDB,"C. Jaramillo",,Calomys,,sp.,,,,,46878,"Cenozoic 6"
144922,PaleoDB,"C. Jaramillo",,Notiomastodon,,sp.,,Stegomastodon,,sp.,46878,"Cenozoic 6"
144923,PaleoDB,"C. Jaramillo",,Megatherium,,urbinai,,,,,46878,"Cenozoic 6"
144942,PaleoDB,"C. Jaramillo",,Megatherium,,celendinense,,,,,46891,"Cenozoic 6"
144950,PaleoDB,"C. Jaramillo",,Megathericulus,,sp.,,,,,46906,"Cenozoic 5"
144950,PaleoDB,"C. Jaramillo",cf.,Tetramerorhinus,,sp.,,,,,46906,"Cenozoic 5"
144953,PaleoDB,"C. Jaramillo",,Palaeolama,,sp.,,,,,46910,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Homotherium,"n. sp.",venezuelensis,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Smilodon,,gracilis,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Caiman,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Caiman,"n. sp.",crocodilus,,Caiman,"n. sp.",venezuelensis,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",cf.,Cebus,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Didelphis,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Eremotherium,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Propraopus,,sulcatus,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",cf.,Pachyarmatherium,,leiseyi,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Glyptodon,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Hoplophorus,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Holmesina,,occidentalis,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Pampatherium,,humboldtii,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",cf.,Myrmecophaga,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Proechimys,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",cf.,Arctotherium,,wingei,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Smilodon,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Hippidion,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Platygonus,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Tayassu,,sp.,,,,,46869,"Cenozoic 6"
144977,PaleoDB,"C. Jaramillo",,Mixotoxodon,,larensis,,,,,46869,"Cenozoic 6"
145126,PaleoDB,"C. Jaramillo",cf.,Saimiri,,sp.,,,,,46933,"Cenozoic 5"
145126,PaleoDB,"C. Jaramillo",,Scleromys,,quadrangulatus,,,,,46933,"Cenozoic 5"
145126,PaleoDB,"C. Jaramillo",,Megatherium,,sp.,,,,,46933,"Cenozoic 5"
145175,PaleoDB,"C. Jaramillo",,Prolicaphrium,,sanalfonensis,,,,,46945,"Cenozoic 5"
145175,PaleoDB,"C. Jaramillo",,Scleromys,,schurmanni,,,,,46945,"Cenozoic 5"
145175,PaleoDB,"C. Jaramillo",,Scleromys,,colombianus,,,,,46945,"Cenozoic 5"
145175,PaleoDB,"C. Jaramillo",,Granastrapotherium,,snorki,,,,,46945,"Cenozoic 5"
145175,PaleoDB,"C. Jaramillo",,Pseudoprepotherium,,confusum,,,,,46945,"Cenozoic 5"
145191,PaleoDB,"C. Jaramillo",,Theosodon,,sp.,,,,,46945,"Cenozoic 5"
145194,PaleoDB,"C. Jaramillo",,Huilatherium,,pluripicatum,,,,,46952,"Cenozoic 5"
145234,PaleoDB,"C. Jaramillo",,Pericotoxodon,"n. sp.",platignathus,,,,,46970,"Cenozoic 5"
145248,PaleoDB,"C. Jaramillo",,Megatherium,,sp.,,,,,46986,"Cenozoic 6"
145252,PaleoDB,"C. Jaramillo",,Nothropus,,nordenskioldi,,Diabolotherium,,nordenskioldi,46986,"Cenozoic 6"
145271,PaleoDB,"C. Jaramillo",?,Hyperleptus,,sp.,,,,,54378,"Cenozoic 5"
145271,PaleoDB,"C. Jaramillo",,Hilarcotherium,cf.,miyou,,,,,54378,"Cenozoic 5"
145359,PaleoDB,"C. Jaramillo",,Eremotherium,,laurillardi,,,,,46859,"Cenozoic 6"
145364,PaleoDB,"C. Jaramillo",,Telicomys,"n. sp.",amazonensis,,,,,18778,"Cenozoic 6"
145365,PaleoDB,"C. Jaramillo",,Phoberomys,,pattersoni,,,,,46999,"Cenozoic 6"
145365,PaleoDB,"C. Jaramillo",,Phoberomys,,sp.,,,,,46999,"Cenozoic 6"
145365,PaleoDB,"C. Jaramillo",cf.,Phoberomys,,sp.,,,,,46999,"Cenozoic 6"
145376,PaleoDB,"C. Jaramillo",,Arctotherium,,wingei,,,,,47003,"Cenozoic 6"
145376,PaleoDB,"C. Jaramillo",,Rhinoclemmys,,sp.,,,,,47003,"Cenozoic 6"
145377,PaleoDB,"C. Jaramillo",,Arctotherium,,wingei,,,,,47003,
145379,PaleoDB,"C. Jaramillo",,Acanthocybium,,sp.,,,,,47006,"Cenozoic 5"
145379,PaleoDB,"C. Jaramillo",,Carcharhinus,,falciformis,,,,,47006,"Cenozoic 5"
145379,PaleoDB,"C. Jaramillo",,Rhinoptera,,sp.,,,,,47006,"Cenozoic 5"
145379,PaleoDB,"C. Jaramillo",,Sphyraena,,sp.,,,,,47006,"Cenozoic 5"
145379,PaleoDB,"C. Jaramillo",,Scirrotherium,,sp.,,,,,47006,"Cenozoic 5"
145432,PaleoDB,"C. Jaramillo",,Patasola,"n. sp.",magdalenae,,,,,47009,"Cenozoic 5"
145454,PaleoDB,"C. Jaramillo","n. gen.",Gyrinodon,"n. sp.",quassus,,,,,47016,"Cenozoic 6"
145502,PaleoDB,"C. Jaramillo",,Eremotherium,,laurillardi,,,,,46859,"Cenozoic 6"
145502,PaleoDB,"C. Jaramillo",,Glossotherium,,sp.,,,,,46859,"Cenozoic 6"
145502,PaleoDB,"C. Jaramillo",,Stegomastodon,,waringi,,,,,46859,"Cenozoic 6"
145502,PaleoDB,"C. Jaramillo",,Macrauchenia,,sp.,,,,,46859,"Cenozoic 6"
145505,PaleoDB,"C. Jaramillo",,Eremotherium,,laurillardi,,,,,46859,"Cenozoic 6"
145505,PaleoDB,"C. Jaramillo",,Scelidodon,,chiliensis,,,,,46859,"Cenozoic 6"
145505,PaleoDB,"C. Jaramillo",,Holmesina,cf.,paulacoutoi,,,,,46859,"Cenozoic 6"
145505,PaleoDB,"C. Jaramillo",,Neochoerus,,sp.,,,,,46859,"Cenozoic 6"
145505,PaleoDB,"C. Jaramillo",,Palaeolama,,sp.,,,,,46859,"Cenozoic 6"
145505,PaleoDB,"C. Jaramillo",,Equus,,santaeelenae,,,,,46859,"Cenozoic 6"
145505,PaleoDB,"C. Jaramillo",,Odocoileus,,sp.,,,,,46859,"Cenozoic 6"
145505,PaleoDB,"C. Jaramillo",,Canis,,sp.,,Pseudalopex,,sp.,46859,"Cenozoic 6"
145505,PaleoDB,"C. Jaramillo",,Notiomastodon,,sp.,,Stegomastodon,,sp.,46859,"Cenozoic 6"
145508,PaleoDB,"C. Jaramillo",,Megatherium,informal,"sp. 1",,,,,46859,"Cenozoic 6"
145508,PaleoDB,"C. Jaramillo",,Panthera,,onca,,,,,46859,"Cenozoic 6"
145508,PaleoDB,"C. Jaramillo",,Hippidion,cf.,peruanum,,Onohippidion,cf.,peruanum,46859,"Cenozoic 6"
145508,PaleoDB,"C. Jaramillo",,Megatherium,informal,"sp. 2",,,,,46859,"Cenozoic 6"
145508,PaleoDB,"C. Jaramillo",,Megatherium,informal,"sp. 3",,,,,46859,"Cenozoic 6"
145508,PaleoDB,"C. Jaramillo",,Notiomastodon,,sp.,,Stegomastodon,,sp.,46859,"Cenozoic 6"
145509,PaleoDB,"C. Jaramillo",,Boreostemma,"n. sp.",venezolensis,,Asterostemma,"n. sp.",venezolensis,47037,"Cenozoic 5"
145511,PaleoDB,"C. Jaramillo",,Mixotoxodon,,larensis,,,,,37161,"Cenozoic 6"
145518,PaleoDB,"C. Jaramillo",,Haplomastodon,,waringi,,,,,37161,"Cenozoic 6"
145559,PaleoDB,"C. Jaramillo",,Miocallicebus,"n. sp.",villaviejai,,,,,47054,"Cenozoic 5"
145573,PaleoDB,"C. Jaramillo",,Scelidodon,,chiliensis,,,,,46859,"Cenozoic 6"
145576,PaleoDB,"C. Jaramillo",,Scelidotherium,informal,"sp. 1",,,,,46859,"Cenozoic 6"
145576,PaleoDB,"C. Jaramillo",,Hippidion,,sp.,,Parahipparion,,sp.,46859,"Cenozoic 6"
145576,PaleoDB,"C. Jaramillo",,Lama,,sp.,,,,,46859,"Cenozoic 6"
145576,PaleoDB,"C. Jaramillo",,Puma,,sp.,,,,,46859,"Cenozoic 6"
145577,PaleoDB,"C. Jaramillo",,Scelidotherium,,sp.,,,,,46859,"Cenozoic 6"
145583,PaleoDB,"C. Jaramillo",,Megatherium,,elenense,,,,,46859,"Cenozoic 6"
145583,PaleoDB,"C. Jaramillo",,Scelidodon,cf.,chiliensis,,,,,46859,"Cenozoic 6"
145588,PaleoDB,"C. Jaramillo",,Megatherium,,tarijense,,,,,46859,"Cenozoic 6"
145614,PaleoDB,"C. Jaramillo",,Notonycteris,,magdalenensis,,,,,47088,"Cenozoic 5"
145614,PaleoDB,"C. Jaramillo",,Notonycteris,"n. sp.",sucharadeus,,,,,47088,"Cenozoic 5"
145614,PaleoDB,"C. Jaramillo",,Eumops,,sp.,,,,,47088,"Cenozoic 5"
145617,PaleoDB,"C. Jaramillo",,Granastrapotherium,,snorki,,,,,47090,"Cenozoic 5"
145703,PaleoDB,"C. Jaramillo",,Mixotoxodon,,larensis,,,,,47096,"Cenozoic 6"
145704,PaleoDB,"C. Jaramillo",,Mixotoxodon,,larensis,,,,,47096,"Cenozoic 6"
145874,PaleoDB,"C. Jaramillo",,Desmodus,"n. sp.",draculae,,,,,47135,"Cenozoic 6"
146289,PaleoDB,"C. Jaramillo",,Mirandabradys,"n. sp.",socorrensis,,,,,47216,"Cenozoic 5"
146290,PaleoDB,"C. Jaramillo",,Mirandabradys,"n. sp.",urumaquensis,,,,,47216,"Cenozoic 6"
146290,PaleoDB,"C. Jaramillo",,Bolivartherium,,urumaquensis,,,,,47216,"Cenozoic 6"
146290,PaleoDB,"C. Jaramillo","n. gen.",Urumaquia,"n. sp.",robusta,,,,,47216,"Cenozoic 6"
146398,PaleoDB,"C. Jaramillo",,Mirandabradys,"n. sp.",zabasi,,,,,47216,"Cenozoic 6"
146400,PaleoDB,"C. Jaramillo",,Bolivartherium,,codorensis,,,,,47311,"Cenozoic 6"
146400,PaleoDB,"C. Jaramillo",,Plesiomegatherium,,sp.,,,,,47311,"Cenozoic 6"
146400,PaleoDB,"C. Jaramillo",,Alitoxodon,,sp.,,,,,47311,"Cenozoic 6"
146400,PaleoDB,"C. Jaramillo",,Bolivartherium,,codorensis,,Lestodon,,sp.,47311,"Cenozoic 6"
146402,PaleoDB,"C. Jaramillo",,Cuvieronius,,sp.,,,,,47306,"Cenozoic 6"
146405,PaleoDB,"C. Jaramillo",,Mirandabradys,,socorrensis,,Glossotheriopsis,,sp.,47311,"Cenozoic 5"
146406,PaleoDB,"C. Jaramillo",,Potamosiren,,sp.,,,,,47311,"Cenozoic 5"
146407,PaleoDB,"C. Jaramillo",cf.,Olenopsis,,sp.,,,,,47311,"Cenozoic 5"
146421,PaleoDB,"C. Jaramillo",,Gyrinodon,,sp.,,,,,47311,"Cenozoic 6"
146422,PaleoDB,"C. Jaramillo",,Gyrinodon,,sp.,,,,,47311,"Cenozoic 6"
146423,PaleoDB,"C. Jaramillo",,Gyrinodon,,sp.,,,,,47311,"Cenozoic 6"
146424,PaleoDB,"C. Jaramillo",,Ischyrorhynchus,,sp.,,,,,47311,"Cenozoic 6"
146427,PaleoDB,"C. Jaramillo",,Potamarchus,,sp.,,,,,47311,"Cenozoic 6"
146431,PaleoDB,"C. Jaramillo",,Tetrastylus,,sp.,,,,,47311,"Cenozoic 6"
146447,PaleoDB,"C. Jaramillo",,Ocnerotherium,,sp.,,,,,47311,"Cenozoic 6"
146448,PaleoDB,"C. Jaramillo",,Ocnerotherium,,sp.,,,,,47311,"Cenozoic 6"
146449,PaleoDB,"C. Jaramillo",,Tetrastylus,,sp.,,,,,47311,"Cenozoic 6"
146451,PaleoDB,"C. Jaramillo",,Cardiatherium,,sp.,,Kiyutherium,,sp.,47311,"Cenozoic 6"
146452,PaleoDB,"C. Jaramillo",,Lestodon,,urumaquensis,,Lestodon,,sp.,47311,"Cenozoic 6"
146527,PaleoDB,"C. Jaramillo",,Boreostemma,,acostae,,,,,47321,"Cenozoic 5"
146528,PaleoDB,"C. Jaramillo",,Stegomastodon,,waringi,,,,,47324,"Cenozoic 6"
146529,PaleoDB,"C. Jaramillo",,Haplomastodon,,waringi,,Haplomastodon,cf.,waringi,47325,"Cenozoic 6"
146529,PaleoDB,"C. Jaramillo",,Neochoerus,,sp.,,Hydrochoerinae,,indet.,47325,"Cenozoic 6"
146529,PaleoDB,"C. Jaramillo",,Odocoileus,cf.,salinae,,Odocoileini,,indet.,47325,"Cenozoic 6"
146532,PaleoDB,"C. Jaramillo",,Perumys,"n. sp.",gyulavarii,,,,,47328,"Cenozoic 6"
146534,PaleoDB,"C. Jaramillo",,Tapirus,"n. sp.",olivaresi,,,,,47330,"Cenozoic 6"
146538,PaleoDB,"C. Jaramillo",,Astrapotherium,"n. sp.",christi,,,,,47291,"Cenozoic 5"
146538,PaleoDB,"C. Jaramillo",,Podocnemis,"n. sp.",geologorum,,,,,47291,"Cenozoic 5"
146602,PaleoDB,"C. Jaramillo",,Megatherium,,americium,,,,,46859,"Cenozoic 6"
146602,PaleoDB,"C. Jaramillo",,Scelidotherium,,tarijense,,,,,46859,"Cenozoic 6"
146602,PaleoDB,"C. Jaramillo",,Equus,,sp.,,,,,46859,"Cenozoic 6"
146602,PaleoDB,"C. Jaramillo",,Lama,,sp.,,,,,46859,"Cenozoic 6"
146602,PaleoDB,"C. Jaramillo",,Canis,,sp.,,Pseudalopex,,sp.,46859,"Cenozoic 6"
146602,PaleoDB,"C. Jaramillo",,Conepatus,,sp.,,,,,46859,"Cenozoic 6"
146602,PaleoDB,"C. Jaramillo",,Lagidium,,sp.,,,,,46859,"Cenozoic 6"
146602,PaleoDB,"C. Jaramillo",,Phyllotis,,sp.,,,,,46859,"Cenozoic 6"
146860,PaleoDB,"C. Jaramillo",,Megatherium,,americanum,,,,,46859,"Cenozoic 6"
146860,PaleoDB,"C. Jaramillo",,Glyptodon,cf.,clavipes,,,,,46859,"Cenozoic 6"
146862,PaleoDB,"C. Jaramillo",,Megatherium,,sp.,,,,,46859,"Cenozoic 6"
146863,PaleoDB,"C. Jaramillo",cf.,Panochthus,,sp.,,,,,46859,"Cenozoic 6"
146864,PaleoDB,"C. Jaramillo",,Eremotherium,cf.,laurillardi,,,,,46859,"Cenozoic 6"
147073,PaleoDB,"C. Jaramillo",,Eremotherium,,laurillardi,,,,,47491,"Cenozoic 6"
147081,PaleoDB,"C. Jaramillo",,Tapirus,,sp.,,,,,47492,"Cenozoic 6"
147081,PaleoDB,"C. Jaramillo",,Tayassu,,pecari,,,,,47492,"Cenozoic 6"
147190,PaleoDB,"C. Jaramillo",,Tapirus,,terrestris,,,,,47492,"Cenozoic 6"
147191,PaleoDB,"C. Jaramillo",,Catonyx,,cuvieri,,,,,47501,
147461,PaleoDB,"P. Mannion",,Crocodylus,"n. sp.",falconensis,,,,,47517,"Cenozoic 6"
147462,PaleoDB,"P. Mannion",,Caiman,,sp.,,,,,47517,"Cenozoic 5"
147462,PaleoDB,"P. Mannion",,Purussaurus,,sp.,,,,,47517,"Cenozoic 5"
147462,PaleoDB,"P. Mannion",,Mourasuchus,,sp.,,,,,47517,"Cenozoic 5"
147462,PaleoDB,"P. Mannion",,Globidentosuchus,cf.,brachyrostris,,,,,47517,"Cenozoic 5"
147463,PaleoDB,"P. Mannion",,Hesperogavialis,,cruxenti,,,,,47517,"Cenozoic 6"
147463,PaleoDB,"P. Mannion",,Mourasuchus,,arendsi,,Mourasuchus,,nativus,47517,"Cenozoic 6"
147463,PaleoDB,"P. Mannion",,Ikanogavialis,,gameroi,,,,,47517,"Cenozoic 6"
147463,PaleoDB,"P. Mannion",,Globidentosuchus,,brachyrostris,,,,,47517,"Cenozoic 6"
147464,PaleoDB,"P. Mannion",,Hesperogavialis,,cruxenti,,,,,47517,"Cenozoic 6"
147464,PaleoDB,"P. Mannion",,Globidentosuchus,,brachyrostris,,,,,47517,"Cenozoic 6"
147464,PaleoDB,"P. Mannion",,Bairdemys,,venezuelensis,,,,,47517,"Cenozoic 6"
147464,PaleoDB,"P. Mannion",,Gryposuchus,cf.,pachakamue,cf.,Thecachampsa,informal,"sp. 2",47517,"Cenozoic 6"
147465,PaleoDB,"P. Mannion",,Globidentosuchus,,brachyrostris,,,,,47517,"Cenozoic 6"
147465,PaleoDB,"P. Mannion",,Purussaurus,,sp.,,,,,47517,"Cenozoic 6"
147465,PaleoDB,"P. Mannion",,Gryposuchus,,sp.,,,,,47517,"Cenozoic 6"
147465,PaleoDB,"P. Mannion",,Neoepiblema,,sp.,,,,,47517,"Cenozoic 6"
147465,PaleoDB,"P. Mannion",,Mourasuchus,,sp.,,,,,47517,"Cenozoic 6"
147465,PaleoDB,"P. Mannion",,Purussaurus,cf.,mirandai,,,,,47517,"Cenozoic 6"
147465,PaleoDB,"P. Mannion",,Phoberomys,,sp.,,,,,47517,"Cenozoic 6"
147466,PaleoDB,"P. Mannion",,Purussaurus,,sp.,,,,,47517,"Cenozoic 5"
147466,PaleoDB,"P. Mannion",cf.,Thecachampsa,informal,"sp. 2",,,,,47517,"Cenozoic 5"
147466,PaleoDB,"P. Mannion",,Mourasuchus,,sp.,,,,,47517,"Cenozoic 5"
147466,PaleoDB,"P. Mannion",,Caiman,,sp.,,,,,47517,"Cenozoic 5"
147466,PaleoDB,"P. Mannion",,Ikanogavialis,,gameroi,,,,,47517,"Cenozoic 5"
147467,PaleoDB,"P. Mannion",,Globidentosuchus,,brachyrostris,,,,,47517,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Propraopus,aff.,sulcatus,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Dasypus,,sp.,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Pampatherium,,humboldtii,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Holmesina,,paulacoutoi,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Protocyon,,troglodytes,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Doedicurus,,clavicaudatus,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Glyptodon,,clavipes,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Glyptodon,cf.,reticulatus,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Panochthus,,sp.,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Glossotherium,,robustum,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Lestodon,,sp.,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Mylodon,,darwini,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Catonyx,,sp.,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Megatherium,,americanum,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Toxodon,,sp.,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Macrauchenia,,patagonica,,Macrauchenia,,patachonica,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Hydrochoerus,,hydrochaeris,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Stegomastodon,,waringi,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Hippidion,,principale,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Equus,,caballus,,Equus,,neogeus,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Tapirus,,terrestris,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Antifer,,sp.,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Morenelaphus,,sp.,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Ozotoceros,,bezoarticus,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Hemiauchenia,,paradoxa,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Lama,,guanicoe,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Brasiliochoerus,,stenocephalus,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Tayassu,,sp.,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Smilodon,,populator,,,,,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Propraopus,cf.,sulcatus,,Propraopus,cf.,grandis,47502,"Cenozoic 6"
147598,PaleoDB,"C. Jaramillo",,Pampatherium,,sp.,,,,,47502,"Cenozoic 6"
147600,PaleoDB,"C. Jaramillo",,Propraopus,aff.,sulcatus,,,,,47502,"Cenozoic 6"
147605,PaleoDB,"C. Jaramillo",,Eremotherium,,laurillardi,,,,,47529,
147605,PaleoDB,"C. Jaramillo",,Panochthus,,greslebini,,,,,47529,
147605,PaleoDB,"C. Jaramillo",,Stegomastodon,,waringi,,,,,47529,
147609,PaleoDB,"C. Jaramillo",,Eremotherium,,laurillardi,,,,,47532,
147609,PaleoDB,"C. Jaramillo",,Nothrotherium,,maquinense,,,,,47532,
147609,PaleoDB,"C. Jaramillo",,Lestodon,,armatus,,,,,47532,
147609,PaleoDB,"C. Jaramillo",,Catonyx,,cuvieri,,,,,47532,
147609,PaleoDB,"C. Jaramillo",,Glyptodon,,reticulatus,,,,,47532,
147609,PaleoDB,"C. Jaramillo",,Glyptodon,,clavipes,,,,,47532,
147609,PaleoDB,"C. Jaramillo",cf.,Hoplophorus,,sp.,,,,,47532,
147609,PaleoDB,"C. Jaramillo",,Toxodon,,sp.,,,,,47532,
147609,PaleoDB,"C. Jaramillo",,Stegomastodon,,waringi,,,,,47532,
147609,PaleoDB,"C. Jaramillo",cf.,Hippidion,,sp.,,,,,47532,
147609,PaleoDB,"C. Jaramillo",,Tapirus,,terrestris,,,,,47532,
